stream,date,release_time,width_m,reach_m,added_mass_NaCl_g,added_mass_PO4_g,type_P,molar_mass_P_nutrient,SpC_uScm_bck,nh4_n_ugL_bck,srp_ugL_bck,sample_btc,curve_limb,time_along_btc,time_since_addition_s,time_to_peak_s,SpC_uScm,corr_SpC_uScm,NaCl_mgL,NaCl_flux_mgs_L,measured_SRP_ug_L,bck_corrected_SRP_ug_L,SRP_flux_mg,expected_SRP_ug_L,ph,temp_c,ca_mgL_up,ca_mgL_down,mg_mgL,na_mgL,k_mgL,so42_mgL,cl_mgL
CB,20230907,13:55:00,7.75,162,7632,355,K2HPO4,174.18,365,39.69,5.83,10,rising,14:18:55,1435,2075,365.3,0.2,0.094,9.4,7.8118,2.0776,84.85606,0.77743,7.56,28.5,42,42.4,24,0.6,1.9,0.01,0.01
CB,20230907,13:55:00,7.75,162,7632,355,K2HPO4,174.18,365,39.69,5.83,22,rising,14:20:35,1535,2075,369.2,4.1,1.927,231.24,8.4209,2.6867,325.31596,15.9373,7.56,28.5,42,42.4,24,0.6,1.9,0.01,0.01
CB,20230907,13:55:00,7.75,162,7632,355,K2HPO4,174.18,365,39.69,5.83,14,rising,14:22:35,1655,2075,381.5,16.4,7.708,462.48,18.2684,12.5342,369.36139,63.74918,7.56,28.5,42,42.4,24,0.6,1.9,0.01,0.01
CB,20230907,13:55:00,7.75,162,7632,355,K2HPO4,174.18,365,39.69,5.83,5,rising,14:23:35,1715,2075,385.5,20.4,9.588,1150.56,27.7634,22.0292,999.44318,79.29776,7.56,28.5,42,42.4,24,0.6,1.9,0.01,0.01
CB,20230907,13:55:00,7.75,162,7632,355,K2HPO4,174.18,365,39.69,5.83,8,rising,14:25:35,1835,2075,397.9,32.8,15.416,1849.92,30.467,24.7328,1212.6023,127.49836,7.56,28.5,42,42.4,24,0.6,1.9,0.01,0.01
CB,20230907,13:55:00,7.75,162,7632,355,K2HPO4,174.18,365,39.69,5.83,18,rising,14:27:35,1955,2075,402.2,37.1,17.437,2092.44,37.7367,32.0025,1209.0437,144.21309,7.56,28.5,42,42.4,24,0.6,1.9,0.01,0.01
CB,20230907,13:55:00,7.75,162,7632,355,K2HPO4,174.18,365,39.69,5.83,1,peak,14:29:35,2075,2075,406.1,41,19.27,1156.2,30.3005,24.5663,466.49409,159.37296,7.56,28.5,42,42.4,24,0.6,1.9,0.01,0.01
CB,20230907,13:55:00,7.75,162,7632,355,K2HPO4,174.18,365,39.69,5.83,16,falling,14:30:35,2135,2075,399.9,34.8,16.356,2371.62,24.8206,19.0864,5967.74421,135.27265,7.56,28.5,42,42.4,24,0.6,1.9,0.01,0.01
CB,20230907,13:55:00,7.75,162,7632,355,K2HPO4,174.18,365,39.69,5.83,15,falling,14:33:00,2280,2075,395,29.9,14.053,3372.72,217.7257,211.9915,35340.76141,116.22564,7.56,28.5,42,42.4,24,0.6,1.9,0.01,0.01
CB,20230907,13:55:00,7.75,162,7632,355,K2HPO4,174.18,365,39.69,5.83,20,falling,14:37:00,2520,2075,386.9,21.8,10.246,3073.8,620.5054,614.7712,66493.8982,84.73977,7.56,28.5,42,42.4,24,0.6,1.9,0.01,0.01
CB,20230907,13:55:00,7.75,162,7632,355,K2HPO4,174.18,365,39.69,5.83,12,falling,14:42:00,2820,2075,379.3,14.2,6.674,2803.08,635.411,629.6768,50040.66797,55.19746,7.56,28.5,42,42.4,24,0.6,1.9,0.01,0.01
CB,20230907,13:55:00,7.75,162,7632,355,K2HPO4,174.18,365,39.69,5.83,3,falling,14:49:00,3240,2075,372.8,7.7,3.619,2171.4,45.0018,39.2676,20394.20213,29.93102,7.56,28.5,42,42.4,24,0.6,1.9,0.01,0.01
CB,20230907,13:55:00,7.75,162,7632,355,K2HPO4,174.18,365,39.69,5.83,24,falling,14:59:00,3840,2075,367.8,2.7,1.269,0,157.3076,151.5734,0,10.49529,7.56,28.5,42,42.4,24,0.6,1.9,0.01,0.01
CB,20231008,10:40:00,7.75,162,8275,349,K2HPO4,174.18,365,39.69,5.83,3,rising,11:04:40,1480,2000,369.4,1.1,0.51766,20.7064,10.6817,5.0317,89.28787,4.96841,7,28.4,43.1,42.7,24,0.6,1.9,0.01,0.01
CB,20231008,10:40:00,7.75,162,8275,349,K2HPO4,174.18,365,39.69,5.83,4,rising,11:05:20,1520,2000,370.3,2,0.9412,37.648,13.9737,8.3237,96.47414,9.03346,7.36,28.4,43.1,42.7,24,0.6,1.9,0.01,0.01
CB,20231008,10:40:00,7.75,162,8275,349,K2HPO4,174.18,365,39.69,5.83,5,rising,11:06:00,1560,2000,370.5,2.2,1.03532,31.0596,11.7566,6.1066,52.9283,9.93681,7.36,28.4,43.1,42.7,24,0.6,1.9,0.01,0.01
CB,20231008,10:40:00,7.75,162,8275,349,K2HPO4,174.18,365,39.69,5.83,6,rising,11:06:30,1590,2000,373.1,4.8,2.25888,45.1776,10.0992,4.4492,31.76962,21.68031,7.36,28.4,43.1,42.7,24,0.6,1.9,0.01,0.01
CB,20231008,10:40:00,7.75,162,8275,349,K2HPO4,174.18,365,39.69,5.83,7,rising,11:06:50,1610,2000,372.1,3.8,1.78828,17.8828,10.7048,5.0548,5.48547,17.16358,7.36,28.4,43.1,42.7,24,0.6,1.9,0.01,0.01
CB,20231008,10:40:00,7.75,162,8275,349,K2HPO4,174.18,365,39.69,5.83,8,rising,11:07:00,1620,2000,376.6,8.3,3.90598,78.1196,3.8772,-1.7728,14.50659,37.48888,7.36,28.4,43.1,42.7,24,0.6,1.9,0.01,0.01
CB,20231008,10:40:00,7.75,162,8275,349,K2HPO4,174.18,365,39.69,5.83,9,rising,11:07:20,1640,2000,378.5,10.2,4.80012,240.006,11.7625,6.1125,197.1269,46.07067,7.36,28.4,43.1,42.7,24,0.6,1.9,0.01,0.01
CB,20231008,10:40:00,7.75,162,8275,349,K2HPO4,174.18,365,39.69,5.83,10,rising,11:08:10,1690,2000,390,21.7,10.21202,306.3606,23.126,17.476,139.15404,98.01309,7.36,28.4,43.1,42.7,24,0.6,1.9,0.01,0.01
CB,20231008,10:40:00,7.75,162,8275,349,K2HPO4,174.18,365,39.69,5.83,11,rising,11:08:40,1720,2000,394.2,25.9,12.18854,365.6562,15.9263,10.2763,152.49417,116.98336,7.36,28.4,43.1,42.7,24,0.6,1.9,0.01,0.01
CB,20231008,10:40:00,7.75,162,8275,349,K2HPO4,174.18,365,39.69,5.83,12,rising,11:09:10,1750,2000,398.3,30,14.118,423.54,25.7865,20.1365,168.29775,135.50197,7.36,28.4,43.1,42.7,24,0.6,1.9,0.01,0.01
CB,20231008,10:40:00,7.75,162,8275,349,K2HPO4,174.18,365,39.69,5.83,13,rising,11:09:40,1780,2000,393.5,25.2,11.85912,355.7736,19.0781,13.4281,241.50425,113.82165,7.36,28.4,43.1,42.7,24,0.6,1.9,0.01,0.01
CB,20231008,10:40:00,7.75,162,8275,349,K2HPO4,174.18,365,39.69,5.83,14,rising,11:10:10,1810,2000,405.5,37.2,17.50632,525.1896,40.3865,34.7365,397.98667,168.02244,7.36,28.4,43.1,42.7,24,0.6,1.9,0.01,0.01
CB,20231008,10:40:00,7.75,162,8275,349,K2HPO4,174.18,365,39.69,5.83,15,rising,11:10:40,1840,2000,395,26.7,12.56502,502.6008,50.2863,44.6363,639.07876,120.59675,7.36,28.4,43.1,42.7,24,0.6,1.9,0.01,0.01
CB,20231008,10:40:00,7.75,162,8275,349,K2HPO4,174.18,365,39.69,5.83,16,rising,11:11:20,1880,2000,414,45.7,21.50642,1290.3852,56.6051,50.9551,985.64739,206.41466,7.36,28.4,43.1,42.7,24,0.6,1.9,0.01,0.01
CB,20231008,10:40:00,7.75,162,8275,349,K2HPO4,174.18,365,39.69,5.83,17,rising,11:12:20,1940,2000,415.7,47.4,22.30644,1338.3864,52.9816,47.3316,878.52721,214.0931,7.36,28.4,43.1,42.7,24,0.6,1.9,0.01,0.01
CB,20231008,10:40:00,7.75,162,8275,349,K2HPO4,174.18,365,39.69,5.83,18,peak,11:13:20,2000,2000,417.5,49.2,23.15352,1389.2112,45.9233,40.2733,810.08415,222.22322,7.36,28.4,43.1,42.7,24,0.6,1.9,0.01,0.01
CB,20231008,10:40:00,7.75,162,8275,349,K2HPO4,174.18,365,39.69,5.83,19,falling,11:14:20,2060,2000,416,47.7,22.44762,1346.8572,46.1566,40.5066,866.03397,215.44812,7.36,28.4,43.1,42.7,24,0.6,1.9,0.01,0.01
CB,20231008,10:40:00,7.75,162,8275,349,K2HPO4,174.18,365,39.69,5.83,20,falling,11:15:20,2120,2000,412.1,43.8,20.61228,1236.7368,51.5025,45.8525,749.70482,197.83287,7.36,28.4,43.1,42.7,24,0.6,1.9,0.01,0.01
CB,20231008,10:40:00,7.75,162,8275,349,K2HPO4,174.18,365,39.69,5.83,21,falling,11:16:20,2180,2000,411.5,43.2,20.32992,1219.7952,34.5565,28.9065,600.22315,195.12283,7.36,28.4,43.1,42.7,24,0.6,1.9,0.01,0.01
CB,20231008,10:40:00,7.75,162,8275,349,K2HPO4,174.18,365,39.69,5.83,22,falling,11:17:20,2240,2000,408.4,40.1,18.87106,3396.7908,36.5965,30.9465,1933.77694,181.12096,7.36,28.4,43.1,42.7,24,0.6,1.9,0.01,0.01
CB,20231008,10:40:00,7.75,162,8275,349,K2HPO4,174.18,365,39.69,5.83,23,falling,11:20:20,2420,2000,400.5,32.2,15.15332,2727.5976,38.9809,33.3309,1973.86803,145.43878,7.36,28.4,43.1,42.7,24,0.6,1.9,0.01,0.01
CB,20231008,10:40:00,7.75,162,8275,349,K2HPO4,174.18,365,39.69,5.83,24,falling,11:23:20,2600,2000,390.5,22.2,10.44732,1880.5176,37.9291,32.2791,1484.87164,100.27145,7.36,28.4,43.1,42.7,24,0.6,1.9,0.01,0.01
CB,20231008,10:40:00,7.75,162,8275,349,K2HPO4,174.18,365,39.69,5.83,25,falling,11:26:20,2780,2000,385.3,17,8.0002,1920.048,22.727,17.077,1360.23706,76.78445,7.36,28.4,43.1,42.7,24,0.6,1.9,0.01,0.01
CB,20231008,10:40:00,7.75,162,8275,349,K2HPO4,174.18,365,39.69,5.83,26,falling,11:30:20,3020,2000,379.5,11.2,5.27072,1581.216,22.483,16.833,1377.74645,50.5874,7.36,28.4,43.1,42.7,24,0.6,1.9,0.01,0.01
CB,20231008,10:40:00,7.75,162,8275,349,K2HPO4,174.18,365,39.69,5.83,27,falling,11:35:20,3320,2000,376,7.7,3.62362,1087.086,16.2942,10.6442,780.81759,34.77884,7.36,28.4,43.1,42.7,24,0.6,1.9,0.01,0.01
CB,20231008,10:40:00,7.75,162,8275,349,K2HPO4,174.18,365,39.69,5.83,28,falling,11:40:20,3620,2000,372.6,4.3,2.02358,607.074,10.5781,4.9281,165.46175,19.42195,7.36,28.4,43.1,42.7,24,0.6,1.9,0.01,0.01
CB,20231008,10:40:00,7.75,162,8275,349,K2HPO4,174.18,365,39.69,5.83,29,falling,11:45:20,3920,2000,370.9,2.6,1.22356,367.068,4.0218,-1.6282,122.62591,11.7435,7.36,28.4,43.1,42.7,24,0.6,1.9,0.01,0.01
CB,20231008,10:40:00,7.75,162,8275,349,K2HPO4,174.18,365,39.69,5.83,30,falling,11:50:20,4220,2000,369.8,1.5,0.7059,416.481,9.7238,4.0738,938.9886,6.7751,7.36,28.4,43.1,42.7,24,0.6,1.9,0.01,0.01
CB,20231008,10:40:00,7.75,162,8275,349,K2HPO4,174.18,365,39.69,5.83,31,falling,12:00:10,4810,2000,369.2,0.9,0.42354,0,11.0983,5.4483,0,4.06506,7.36,28.4,43.1,42.7,24,0.6,1.9,0.01,0.01
CC,20231006,13:06:00,3.1,184,4500,199,K2HPO4,174.18,337.1,1.89,6.7,3,rising,13:24:00,1080,1260,350,12.9,6.0707,364.2444,33.9578,27.2536,325.56,47.7337,7.31,27.5,45,44.6,,,,0.01,0.01
CC,20231006,13:06:00,3.1,184,4500,199,K2HPO4,174.18,337.1,1.89,6.7,4,rising,13:25:00,1140,1260,387.1,50,23.53,1411.8,33.6206,26.9164,539.0131,185.0143,7.31,27.5,45,44.6,,,,0.01,0.01
CC,20231006,13:06:00,3.1,184,4500,199,K2HPO4,174.18,337.1,1.89,6.7,5,rising,13:26:00,1200,1260,408.2,71.1,33.4597,1338.3864,69.4743,62.7701,537.671,263.0904,7.31,27.5,45,44.6,,,,0.01,0.01
CC,20231006,13:06:00,3.1,184,4500,199,K2HPO4,174.18,337.1,1.89,6.7,6,rising,13:26:40,1240,1260,427.5,90.4,42.5422,850.8448,78.1289,71.4247,274.2178,334.5059,7.31,27.5,45,44.6,,,,0.01,0.01
CC,20231006,13:06:00,3.1,184,4500,199,K2HPO4,174.18,337.1,1.89,6.7,7,peak,13:27:00,1260,1260,429.4,92.3,43.4364,2606.1828,72.161,65.4568,955.7233,341.5365,7.31,27.5,45,44.6,,,,0.01,0.01
CC,20231006,13:06:00,3.1,184,4500,199,K2HPO4,174.18,337.1,1.89,6.7,8,falling,13:28:00,1320,1260,427.3,90.2,42.4481,2546.8872,100.2704,93.5662,968.5551,333.7659,7.31,27.5,45,44.6,,,,0.01,0.01
CC,20231006,13:06:00,3.1,184,4500,199,K2HPO4,174.18,337.1,1.89,6.7,9,falling,13:29:00,1380,1260,412.3,75.2,35.3891,4246.6944,74.2961,67.5919,1231.463,278.2616,7.31,27.5,45,44.6,,,,0.01,0.01
CC,20231006,13:06:00,3.1,184,4500,199,K2HPO4,174.18,337.1,1.89,6.7,10,falling,13:31:00,1500,1260,400.7,63.6,29.9302,3591.6192,41.564,34.8598,643.1616,235.3383,7.31,27.5,45,44.6,,,,0.01,0.01
CC,20231006,13:06:00,3.1,184,4500,199,K2HPO4,174.18,337.1,1.89,6.7,11,falling,13:33:00,1620,1260,376,38.9,18.3063,1098.3804,25.3523,18.6481,233.8869,143.9412,7.31,27.5,45,44.6,,,,0.01,0.01
CC,20231006,13:06:00,3.1,184,4500,199,K2HPO4,174.18,337.1,1.89,6.7,12,falling,13:34:00,1680,1260,367.5,30.4,14.3062,858.3744,26.9726,20.2684,160.8646,112.4887,7.31,27.5,45,44.6,,,,0.01,0.01
CC,20231006,13:06:00,3.1,184,4500,199,K2HPO4,174.18,337.1,1.89,6.7,13,falling,13:35:00,1740,1260,361.7,24.6,11.5768,694.6056,13.2021,6.4979,82.3426,91.0271,7.31,27.5,45,44.6,,,,0.01,0.01
CC,20231006,13:06:00,3.1,184,4500,199,K2HPO4,174.18,337.1,1.89,6.7,14,falling,13:36:00,1800,1260,358.5,21.4,10.0708,604.2504,13.9073,7.2031,94.9136,79.1861,7.31,27.5,45,44.6,,,,0.01,0.01
CC,20231006,13:06:00,3.1,184,4500,199,K2HPO4,174.18,337.1,1.89,6.7,15,falling,13:37:00,1860,1260,353.4,16.3,7.6708,460.2468,15.2938,8.5896,100.9272,60.3147,7.31,27.5,45,44.6,,,,0.01,0.01
CC,20231006,13:06:00,3.1,184,4500,199,K2HPO4,174.18,337.1,1.89,6.7,16,falling,13:38:00,1920,1260,348.4,11.3,5.3178,319.0668,14.9079,8.2037,67.5526,41.8132,7.31,27.5,45,44.6,,,,0.01,0.01
CC,20231006,13:06:00,3.1,184,4500,199,K2HPO4,174.18,337.1,1.89,6.7,17,falling,13:39:00,1980,1260,346.2,9.1,4.2825,256.9476,9.7406,3.0364,64.978,33.6726,7.31,27.5,45,44.6,,,,0.01,0.01
CC,20231006,13:06:00,3.1,184,4500,199,K2HPO4,174.18,337.1,1.89,6.7,18,falling,13:40:00,2040,1260,344.5,7.4,3.4824,417.8928,14.4795,7.7753,129.6891,27.3821,7.31,27.5,45,44.6,,,,0.01,0.01
CC,20231006,13:06:00,3.1,184,4500,199,K2HPO4,174.18,337.1,1.89,6.7,19,falling,13:42:00,2160,1260,341.7,4.6,2.1648,422.1282,9.7184,3.0142,91.0151,17.0213,7.31,27.5,45,44.6,,,,0.01,0.01
CC,20231006,13:06:00,3.1,184,4500,199,K2HPO4,174.18,337.1,1.89,6.7,20,falling,13:45:15,2355,1260,339.3,2.2,1.0353,295.0662,8.3497,1.6455,185.7548,8.1406,7.31,27.5,45,44.6,,,,0.01,0.01
CC,20231006,13:06:00,3.1,184,4500,199,K2HPO4,174.18,337.1,1.89,6.7,21,falling,13:50:00,2640,1260,337.3,0.2,0.0941,0,11.5656,4.8614,0,0.7401,7.31,27.5,45,44.6,,,,0.01,0.01
CD,20231009,11:24:00,9.2,72,1755,89,K2HPO4,174.18,416.7,3.1,6.95,3,rising,11:37:20,800,1330,417.2,0.6,0.28,11.2,10.0476,3.0976,5.6065,2.546,8.33,26.7,66.7,65.8,12.8,2.2,1.9,0.01,0.01
CD,20231009,11:24:00,9.2,72,1755,89,K2HPO4,174.18,416.7,3.1,6.95,4,rising,11:38:00,840,1330,417.4,0.8,0.38,15.2,12.1897,5.2397,8.2821,3.3947,8.33,26.7,66.7,65.8,12.8,2.2,1.9,0.01,0.01
CD,20231009,11:24:00,9.2,72,1755,89,K2HPO4,174.18,416.7,3.1,6.95,5,rising,11:38:40,880,1330,418.1,1.5,0.71,28.4,14.0254,7.0754,7.7616,6.365,8.33,26.7,66.7,65.8,12.8,2.2,1.9,0.01,0.01
CD,20231009,11:24:00,9.2,72,1755,89,K2HPO4,174.18,416.7,3.1,6.95,6,rising,11:39:20,920,1330,418.6,2,0.94,37.6,11.4158,4.4658,12.4429,8.4867,8.33,26.7,66.7,65.8,12.8,2.2,1.9,0.01,0.01
CD,20231009,11:24:00,9.2,72,1755,89,K2HPO4,174.18,416.7,3.1,6.95,7,rising,11:40:00,960,1330,421.5,4.9,2.31,92.4,18.1609,11.2109,20.2588,20.7924,8.33,26.7,66.7,65.8,12.8,2.2,1.9,0.01,0.01
CD,20231009,11:24:00,9.2,72,1755,89,K2HPO4,174.18,416.7,3.1,6.95,8,rising,11:40:40,1000,1330,433.3,16.7,7.86,235.8,20.2114,13.2614,15.2379,70.8638,8.33,26.7,66.7,65.8,12.8,2.2,1.9,0.01,0.01
CD,20231009,11:24:00,9.2,72,1755,89,K2HPO4,174.18,416.7,3.1,6.95,9,rising,11:41:10,1030,1330,440.7,24.1,11.34,340.2,18.2478,11.2978,19.9633,102.2645,8.33,26.7,66.7,65.8,12.8,2.2,1.9,0.01,0.01
CD,20231009,11:24:00,9.2,72,1755,89,K2HPO4,174.18,416.7,3.1,6.95,10,rising,11:41:40,1060,1330,444,27.4,12.89,386.7,29.5782,22.6282,18.5517,116.2675,8.33,26.7,66.7,65.8,12.8,2.2,1.9,0.01,0.01
CD,20231009,11:24:00,9.2,72,1755,89,K2HPO4,174.18,416.7,3.1,6.95,11,rising,11:42:10,1090,1330,451.6,35,16.47,494.1,15.4498,8.4998,15.0465,148.5169,8.33,26.7,66.7,65.8,12.8,2.2,1.9,0.01,0.01
CD,20231009,11:24:00,9.2,72,1755,89,K2HPO4,174.18,416.7,3.1,6.95,12,rising,11:42:40,1120,1330,456,39.4,18.54,556.2,22.6299,15.6799,17.3811,167.1876,8.33,26.7,66.7,65.8,12.8,2.2,1.9,0.01,0.01
CD,20231009,11:24:00,9.2,72,1755,89,K2HPO4,174.18,416.7,3.1,6.95,13,rising,11:43:10,1150,1330,462.3,45.7,21.51,645.3,20.0777,13.1277,14.4964,193.9206,8.33,26.7,66.7,65.8,12.8,2.2,1.9,0.01,0.01
CD,20231009,11:24:00,9.2,72,1755,89,K2HPO4,174.18,416.7,3.1,6.95,14,rising,11:43:40,1180,1330,463.8,47.2,22.21,666.3,16.9117,9.9617,24.9352,200.2856,8.33,26.7,66.7,65.8,12.8,2.2,1.9,0.01,0.01
CD,20231009,11:24:00,9.2,72,1755,89,K2HPO4,174.18,416.7,3.1,6.95,15,rising,11:44:10,1210,1330,472.7,56.1,26.4,1584,40.7699,33.8199,73.0823,238.0513,8.33,26.7,66.7,65.8,12.8,2.2,1.9,0.01,0.01
CD,20231009,11:24:00,9.2,72,1755,89,K2HPO4,174.18,416.7,3.1,6.95,16,rising,11:45:10,1270,1330,476.2,59.6,28.05,1683,39.9174,32.9674,63.2098,252.903,8.33,26.7,66.7,65.8,12.8,2.2,1.9,0.01,0.01
CD,20231009,11:24:00,9.2,72,1755,89,K2HPO4,174.18,416.7,3.1,6.95,17,peak,11:46:10,1330,1330,479.6,63,29.65,1779,30.9851,24.0351,47.5533,267.3304,8.33,26.7,66.7,65.8,12.8,2.2,1.9,0.01,0.01
CD,20231009,11:24:00,9.2,72,1755,89,K2HPO4,174.18,416.7,3.1,6.95,18,peak,11:47:10,1390,1330,479.6,63,29.65,3558,24.3999,17.4499,79.0806,267.3304,8.33,26.7,66.7,65.8,12.8,2.2,1.9,0.01,0.01
CD,20231009,11:24:00,9.2,72,1755,89,K2HPO4,174.18,416.7,3.1,6.95,20,falling,11:49:10,1510,1330,476.2,59.6,28.05,1683,23.0433,16.0933,33.5885,252.903,8.33,26.7,66.7,65.8,12.8,2.2,1.9,0.01,0.01
CD,20231009,11:24:00,9.2,72,1755,89,K2HPO4,174.18,416.7,3.1,6.95,21,falling,11:50:10,1570,1330,474.9,58.3,27.44,1372,18.5009,11.5509,40.4361,247.3867,8.33,26.7,66.7,65.8,12.8,2.2,1.9,0.01,0.01
CD,20231009,11:24:00,9.2,72,1755,89,K2HPO4,174.18,416.7,3.1,6.95,22,falling,11:51:00,1620,1330,473.6,57,26.82,1877.4,37.8455,30.8955,68.9554,241.8703,8.33,26.7,66.7,65.8,12.8,2.2,1.9,0.01,0.01
CD,20231009,11:24:00,9.2,72,1755,89,K2HPO4,174.18,416.7,3.1,6.95,23,falling,11:52:10,1690,1330,472.6,56,26.35,3162,28.9883,22.0383,113.6145,237.627,8.33,26.7,66.7,65.8,12.8,2.2,1.9,0.01,0.01
CD,20231009,11:24:00,9.2,72,1755,89,K2HPO4,174.18,416.7,3.1,6.95,24,falling,11:54:10,1810,1330,468,51.4,24.19,7257,35.5685,28.6185,318.6167,218.1076,8.33,26.7,66.7,65.8,12.8,2.2,1.9,0.01,0.01
CD,20231009,11:24:00,9.2,72,1755,89,K2HPO4,174.18,416.7,3.1,6.95,25,falling,11:59:10,2110,1330,454.9,38.3,18.02,5406,35.843,28.893,220.3017,162.5199,8.33,26.7,66.7,65.8,12.8,2.2,1.9,0.01,0.01
CD,20231009,11:24:00,9.2,72,1755,89,K2HPO4,174.18,416.7,3.1,6.95,26,falling,12:04:10,2410,1330,447.1,30.5,14.35,4305,16.0801,9.1301,152.6747,129.4218,8.33,26.7,66.7,65.8,12.8,2.2,1.9,0.01,0.01
CD,20231009,11:24:00,9.2,72,1755,89,K2HPO4,174.18,416.7,3.1,6.95,27,falling,12:09:10,2710,1330,439.1,22.5,10.59,3177,22.4377,15.4877,155.9145,95.4751,8.33,26.7,66.7,65.8,12.8,2.2,1.9,0.01,0.01
CD,20231009,11:24:00,9.2,72,1755,89,K2HPO4,174.18,416.7,3.1,6.95,28,falling,12:14:10,3010,1330,435,18.4,8.66,2598,16.7223,9.7723,77.4159,78.0774,8.33,26.7,66.7,65.8,12.8,2.2,1.9,0.01,0.01
CD,20231009,11:24:00,9.2,72,1755,89,K2HPO4,174.18,416.7,3.1,6.95,29,falling,12:19:10,3310,1330,430.2,13.6,6.4,1920,9.7015,2.7515,96.8313,57.7094,8.33,26.7,66.7,65.8,12.8,2.2,1.9,0.01,0.01
CD,20231009,11:24:00,9.2,72,1755,89,K2HPO4,174.18,416.7,3.1,6.95,30,falling,12:24:10,3610,1330,426.1,9.5,4.47,1363.35,20.5709,13.6209,108.1475,40.3117,8.33,26.7,66.7,65.8,12.8,2.2,1.9,0.01,0.01
CD,20231009,11:24:00,9.2,72,1755,89,K2HPO4,174.18,416.7,3.1,6.95,31,falling,12:29:15,3915,1330,423.3,6.7,3.15,6000.75,11.5932,4.6432,159.7206,28.4304,8.33,26.7,66.7,65.8,12.8,2.2,1.9,0.01,0.01
CD,20231009,11:24:00,9.2,72,1755,89,K2HPO4,174.18,416.7,3.1,6.95,32,falling,13:01:00,5820,1330,417.5,0.9,0.42,0,7.2949,0.3449,0,3.819,8.33,26.7,66.7,65.8,12.8,2.2,1.9,0.01,0.01
RA,20230906,15:45:00,9.46,145,6240,276,KH2PO4,136.086,466,9.29,5.24,3,rising,13:42:00,720,3840,466.1,0.5,0.2353,536.484,8.502,3.2661,1303.09347,2.49723,8.17,27.4,80.5,80.1,12.6,2.2,1.8,0.01,0.01
